age,gender,cgpa,branch,internships_count,projects_count,coding_skill_score,aptitude_score,communication_skill_score,logical_reasoning_score,mock_interview_score,attendance_percentage,backlogs,placement_status,salary_package_lpa
24,Female,9.61,CSE,0,3,72,66,94,40,72,82.9,0,Placed,15.58
25,Male,9.74,CIVIL,4,3,74,85,94,71,86,84.5,0,Placed,17.91
21,Female,8.42,CIVIL,3,1,100,91,49,83,77,99.4,0,Placed,16.88
20,Male,6.06,MBA,1,3,57,77,91,91,79,94.3,1,Not Placed,0.0
20,Female,5.2,MBA,2,4,81,83,94,49,98,93.8,3,Not Placed,0.0
23,Male,5.74,AIML,4,2,64,62,70,83,37,71.5,1,Not Placed,0.0
22,Female,9.83,MECH,0,0,95,82,100,90,85,76.5,0,Placed,17.46
23,Male,7.31,ECE,4,0,55,61,63,98,55,64.1,0,Not Placed,0.0
23,Female,9.27,CSE,0,3,49,43,47,54,52,83.3,0,Placed,13.55
23,Male,7.33,CIVIL,2,1,91,71,67,42,70,62.8,0,Placed,13.63
23,Male,8.3,CSE,0,4,30,63,67,97,88,77.9,0,Not Placed,0.0
24,Female,5.12,MECH,0,3,82,77,87,48,47,82.6,2,Not Placed,0.0
24,Male,6.25,MECH,3,4,59,89,83,47,100,69.1,1,Not Placed,0.0
21,Female,7.18,ECE,2,4,89,100,90,49,100,91.0,0,Placed,13.17
20,Female,8.15,ECE,4,0,39,67,85,99,37,87.0,0,Placed,12.92
23,Male,5.86,CIVIL,1,2,51,45,47,47,87,65.9,3,Not Placed,0.0
21,Male,8.82,MBA,2,2,58,72,68,55,46,99.3,0,Placed,14.26
20,Male,6.82,ECE,2,1,98,70,58,50,80,81.7,0,Placed,13.16
25,Female,9.09,MBA,1,2,37,96,68,62,62,61.1,0,Placed,12.99
22,Male,5.49,MBA,4,3,82,49,98,95,59,74.0,2,Not Placed,0.0
24,Male,8.4,CIVIL,3,0,40,51,54,95,95,99.2,0,Not Placed,0.0
25,Male,6.47,AIML,4,0,55,46,70,97,89,96.1,3,Not Placed,0.0
20,Male,8.98,MBA,1,4,48,63,44,61,75,66.0,0,Placed,13.42
25,Female,7.01,CIVIL,4,3,48,67,88,79,51,94.2,0,Placed,11.31
22,Male,8.33,ECE,2,3,59,50,67,57,61,84.7,0,Placed,13.56
20,Female,9.67,CSE,3,4,65,71,94,78,54,60.9,0,Placed,16.85
25,Female,5.1,ECE,0,4,71,59,85,42,37,90.3,1,Not Placed,0.0
24,Female,5.06,MECH,4,0,85,95,54,47,92,76.5,1,Not Placed,0.0
24,Male,8.85,ECE,0,3,38,67,97,44,58,75.8,0,Placed,12.17
21,Female,8.23,AIML,3,2,36,40,47,66,69,75.3,0,Not Placed,0.0
25,Female,6.46,CIVIL,0,2,47,66,75,44,74,83.9,3,Not Placed,0.0
23,Male,7.47,MBA,4,0,38,55,71,58,31,88.6,0,Not Placed,0.0
25,Male,5.21,MECH,1,2,35,75,78,56,78,85.9,2,Not Placed,0.0
20,Male,5.96,CIVIL,2,2,99,45,78,100,60,69.7,1,Not Placed,0.0
20,Male,7.12,CIVIL,2,3,74,49,61,100,97,88.3,0,Not Placed,0.0
25,Male,9.17,MBA,0,3,51,78,44,85,38,65.4,0,Placed,13.62
22,Female,7.4,ECE,2,1,99,83,49,57,39,98.9,0,Placed,14.05
24,Male,7.93,CSE,2,3,61,58,91,100,80,78.9,0,Placed,12.75
20,Male,9.37,MECH,1,1,96,49,70,99,99,63.7,0,Placed,17.12
24,Female,6.54,MBA,0,3,45,65,76,41,73,83.1,0,Not Placed,0.0
20,Male,8.5,AIML,1,4,31,73,62,94,55,83.1,0,Placed,11.72
21,Female,9.31,AIML,1,3,96,80,71,89,50,61.6,0,Placed,16.96
23,Male,6.01,CSE,3,1,70,40,63,46,59,60.4,2,Not Placed,0.0
20,Female,6.78,CSE,0,2,80,49,43,88,100,99.8,0,Not Placed,0.0
24,Male,9.9,ECE,1,3,43,72,92,89,44,75.6,0,Placed,14.96
21,Female,9.92,AIML,4,2,78,65,82,55,88,69.8,0,Placed,18.58
20,Female,6.12,MECH,2,2,78,73,77,94,99,81.9,1,Not Placed,0.0
22,Male,5.33,MBA,0,3,56,76,54,46,49,60.3,1,Not Placed,0.0
23,Male,6.35,CSE,3,3,68,88,50,57,98,60.5,2,Not Placed,0.0
20,Female,6.99,CSE,1,4,65,52,64,83,82,64.5,0,Not Placed,0.0
21,Male,7.21,CSE,4,1,39,77,65,65,31,92.1,0,Not Placed,0.0
22,Female,8.09,MBA,2,3,33,69,93,68,59,69.9,0,Placed,11.71
25,Female,9.5,MECH,2,2,31,63,78,55,37,80.1,0,Placed,13.88
21,Male,6.65,AIML,4,2,57,81,95,85,69,68.9,0,Not Placed,0.0
21,Male,9.25,MECH,0,3,55,73,90,78,37,81.8,0,Placed,13.91
22,Male,5.47,MBA,2,1,59,76,76,69,46,80.4,1,Not Placed,0.0
21,Male,5.21,MECH,2,2,38,58,75,64,59,76.0,1,Not Placed,0.0
22,Female,7.52,ECE,2,4,30,41,72,47,30,77.3,0,Not Placed,0.0
20,Female,5.3,MBA,1,2,85,69,87,53,98,86.1,3,Not Placed,0.0
22,Male,6.96,CSE,1,1,85,61,83,61,93,93.7,0,Not Placed,0.0
22,Male,9.48,AIML,2,0,90,71,59,91,65,72.8,0,Placed,17.48
23,Male,6.21,ECE,3,4,74,72,89,53,78,81.3,2,Not Placed,0.0
22,Male,8.53,ECE,2,4,42,99,91,66,53,94.2,0,Placed,12.92
22,Female,6.51,MBA,0,0,43,79,73,74,33,66.7,0,Not Placed,0.0
25,Male,5.22,CIVIL,3,4,39,54,84,79,91,99.2,3,Not Placed,0.0
20,Female,7.78,CSE,0,4,46,45,51,90,38,90.0,0,Not Placed,0.0
23,Female,9.17,AIML,4,4,46,75,75,51,55,74.6,0,Placed,15.06
25,Female,7.05,AIML,4,2,60,83,43,82,76,75.0,0,Placed,12.29
24,Male,8.09,AIML,1,2,75,55,52,60,45,68.2,0,Placed,13.58
20,Female,9.5,MBA,1,3,78,60,98,50,66,70.7,0,Placed,16.22
20,Female,8.95,CSE,1,3,47,73,42,42,99,83.5,0,Placed,13.63
24,Female,5.97,MBA,4,2,40,79,92,48,40,60.1,1,Not Placed,0.0
22,Male,8.67,AIML,0,4,84,93,96,82,31,60.9,0,Placed,14.65
25,Male,7.51,MECH,3,1,32,77,56,94,52,99.5,0,Not Placed,0.0
21,Female,8.73,MECH,1,0,45,74,46,58,76,69.4,0,Not Placed,0.0
23,Male,7.47,CSE,4,3,38,72,97,81,91,93.2,0,Placed,11.65
21,Male,5.64,AIML,1,4,97,47,84,100,68,84.5,2,Not Placed,0.0
24,Female,7.85,MBA,2,3,74,51,86,62,35,77.8,0,Placed,13.7
20,Male,7.46,CIVIL,3,1,31,78,53,55,65,89.3,0,Not Placed,0.0
20,Male,7.59,CIVIL,0,4,51,99,71,43,91,62.0,0,Placed,10.7
23,Male,9.39,CIVIL,1,2,98,88,87,71,89,90.2,0,Placed,17.29
20,Female,9.47,MECH,2,1,78,99,88,40,65,94.3,0,Placed,16.72
20,Male,7.27,MBA,2,3,50,84,65,43,60,71.2,0,Not Placed,0.0
23,Female,7.28,CIVIL,3,4,84,95,70,98,69,72.1,0,Placed,13.77
25,Male,7.58,AIML,4,4,33,97,87,65,89,64.1,0,Placed,11.57
25,Male,7.6,AIML,4,0,87,57,99,66,42,94.2,0,Placed,14.82
23,Female,9.75,CIVIL,1,0,99,98,70,98,66,92.3,0,Placed,17.87
24,Male,8.25,ECE,1,0,88,87,55,79,90,77.0,0,Placed,14.61
20,Female,6.39,CIVIL,4,2,55,79,99,55,47,75.1,1,Not Placed,0.0
20,Male,7.66,ECE,0,4,98,60,40,69,47,77.1,0,Placed,13.68
24,Male,8.14,CSE,0,4,68,95,85,77,63,76.8,0,Placed,12.71
25,Male,8.2,CSE,2,3,30,66,73,72,83,77.2,0,Placed,11.52
22,Male,7.93,AIML,3,2,86,51,65,55,60,65.8,0,Placed,14.86
22,Female,5.89,MBA,0,0,77,45,93,72,66,60.5,2,Not Placed,0.0
22,Female,5.17,MECH,1,4,50,70,98,59,97,90.5,1,Not Placed,0.0
25,Male,6.69,MBA,0,0,60,73,69,70,87,73.7,0,Not Placed,0.0
25,Female,7.14,AIML,3,1,87,46,80,87,82,79.6,0,Not Placed,0.0
24,Female,5.31,AIML,1,2,76,98,90,66,91,72.3,3,Not Placed,0.0
20,Male,9.07,MBA,3,0,52,98,44,71,36,75.3,0,Placed,15.1
24,Male,6.72,MECH,4,2,36,100,63,61,60,63.0,0,Not Placed,0.0
24,Female,9.57,AIML,3,4,78,70,49,75,69,74.8,0,Placed,17.3
25,Female,5.77,MECH,3,1,60,93,77,66,79,78.5,1,Not Placed,0.0
22,Female,5.28,AIML,3,3,76,43,74,64,38,93.3,2,Not Placed,0.0
21,Female,7.41,CSE,1,1,97,96,41,41,94,72.9,0,Placed,13.46
20,Female,5.95,ECE,3,2,64,100,68,85,54,63.5,1,Not Placed,0.0
25,Male,9.69,AIML,3,1,63,100,58,77,37,90.4,0,Placed,16.72
22,Male,5.05,ECE,2,4,87,91,77,62,68,75.0,1,Not Placed,0.0
21,Male,7.06,CIVIL,1,2,44,87,92,91,61,96.6,0,Not Placed,0.0
21,Female,9.63,AIML,3,2,100,56,95,51,37,98.4,0,Placed,19.02
25,Female,6.92,CSE,0,4,71,68,81,76,42,94.9,0,Not Placed,0.0
23,Female,5.47,MECH,3,0,47,42,89,85,96,69.1,1,Not Placed,0.0
20,Female,6.51,CSE,0,3,67,98,53,76,95,70.2,0,Not Placed,0.0
21,Female,7.49,ECE,4,1,93,63,67,89,57,91.8,0,Placed,15.13
25,Female,5.93,MECH,4,3,58,42,73,87,33,77.8,3,Not Placed,0.0
25,Male,7.33,CSE,1,3,39,85,43,60,52,71.9,0,Not Placed,0.0
22,Female,9.18,CSE,1,4,46,85,100,87,63,71.8,0,Placed,13.83
23,Female,9.36,CSE,4,0,61,78,86,81,84,83.1,0,Placed,16.6
20,Male,5.25,MBA,1,3,90,66,64,50,100,95.8,1,Not Placed,0.0
24,Female,5.8,MECH,0,2,75,40,92,60,87,84.8,2,Not Placed,0.0
22,Female,6.38,CSE,0,0,100,54,94,76,48,84.8,2,Not Placed,0.0
21,Male,7.97,CSE,2,4,85,53,94,43,38,89.9,0,Placed,14.38
21,Male,6.8,ECE,1,3,90,43,45,65,52,90.4,0,Not Placed,0.0
22,Female,9.22,CSE,1,4,73,43,67,59,42,96.4,0,Placed,15.39
25,Female,8.58,CSE,2,1,67,64,77,100,60,66.5,0,Placed,14.46
21,Female,5.5,CIVIL,3,4,79,99,48,46,48,99.4,2,Not Placed,0.0
23,Male,8.12,MECH,0,2,61,50,91,77,34,73.2,0,Not Placed,0.0
20,Male,5.57,CIVIL,3,4,82,72,57,86,68,71.3,3,Not Placed,0.0
23,Male,6.28,MBA,2,0,77,50,94,66,43,80.4,3,Not Placed,0.0
21,Male,5.89,ECE,1,1,30,51,70,86,51,70.6,3,Not Placed,0.0
24,Male,5.87,CIVIL,3,2,59,54,61,95,51,69.3,1,Not Placed,0.0
20,Female,8.08,MBA,1,1,38,100,43,56,34,98.7,0,Placed,11.42
20,Male,7.82,AIML,2,2,62,96,72,71,91,64.2,0,Placed,12.73
22,Male,5.88,MECH,4,1,55,65,75,49,81,99.6,1,Not Placed,0.0
22,Male,9.95,CSE,1,3,71,63,93,89,68,84.9,0,Placed,16.59
24,Male,7.11,CIVIL,3,4,71,86,98,50,55,98.3,0,Placed,12.54
25,Female,5.49,CIVIL,3,0,68,65,74,98,85,95.9,1,Not Placed,0.0
20,Female,5.6,CSE,2,0,90,93,52,57,41,85.9,2,Not Placed,0.0
24,Female,7.92,CSE,3,3,76,66,54,41,78,83.6,0,Placed,14.42
22,Male,9.9,ECE,0,1,71,75,100,74,41,99.7,0,Placed,16.12
22,Male,7.86,CIVIL,1,4,77,66,72,45,34,80.6,0,Placed,13.28
20,Male,9.75,CIVIL,0,3,81,77,67,42,80,67.2,0,Placed,16.3
23,Male,7.22,AIML,2,1,62,93,87,46,33,99.7,0,Placed,11.65
21,Female,7.18,MBA,0,4,56,41,73,74,54,72.9,0,Not Placed,0.0
22,Male,7.5,AIML,0,1,72,62,77,86,53,63.5,0,Not Placed,0.0
25,Female,8.49,CIVIL,1,0,58,48,40,52,85,88.7,0,Not Placed,0.0
25,Male,6.84,AIML,1,4,48,47,93,77,48,77.8,0,Not Placed,0.0
22,Female,9.32,CIVIL,4,0,57,90,70,41,52,75.5,0,Placed,16.09
23,Female,5.15,MECH,0,0,39,79,88,41,75,85.3,3,Not Placed,0.0
23,Female,7.2,ECE,1,4,96,91,56,90,47,62.1,0,Placed,13.08
24,Female,7.55,AIML,0,3,45,81,61,99,90,87.9,0,Not Placed,0.0
25,Female,8.04,CIVIL,0,1,30,88,71,47,100,80.1,0,Not Placed,0.0
24,Female,6.38,AIML,2,4,33,90,68,48,74,79.6,1,Not Placed,0.0
25,Male,7.14,MBA,2,0,98,40,40,73,75,96.0,0,Not Placed,0.0
21,Male,7.42,ECE,0,1,33,60,87,78,46,93.2,0,Not Placed,0.0
21,Female,8.43,MECH,2,4,49,65,67,70,44,81.3,0,Placed,13.01
20,Female,8.87,CSE,1,3,92,54,80,68,63,83.1,0,Placed,16.06
24,Male,8.69,CSE,0,4,64,82,41,88,37,92.3,0,Placed,13.52
22,Male,6.71,AIML,2,4,74,64,64,86,79,76.5,0,Placed,11.51
24,Female,10.0,CIVIL,1,2,86,78,60,75,40,86.8,0,Placed,17.56
22,Male,9.24,MBA,0,1,53,55,76,61,71,81.6,0,Placed,13.77
23,Male,6.3,ECE,0,4,49,74,65,62,72,80.0,2,Not Placed,0.0
24,Male,5.98,MECH,2,0,57,62,79,52,64,99.4,3,Not Placed,0.0
23,Female,6.57,MECH,1,0,67,51,40,74,88,60.7,0,Not Placed,0.0
21,Male,7.26,MECH,0,2,53,95,71,83,41,76.6,0,Not Placed,0.0
21,Female,9.25,CSE,0,0,53,87,48,42,41,97.2,0,Placed,13.86
20,Male,8.89,ECE,4,4,99,91,85,100,57,97.1,0,Placed,17.86
24,Female,9.26,CSE,0,1,54,58,88,92,75,89.9,0,Placed,13.88
23,Female,6.36,AIML,4,2,98,73,44,90,69,83.7,2,Not Placed,0.0
22,Male,7.97,MECH,4,2,46,47,79,48,58,87.6,0,Placed,13.1
21,Male,6.42,ECE,1,3,87,90,56,87,99,70.1,3,Not Placed,0.0
21,Male,5.55,MECH,3,3,49,62,92,57,45,79.5,3,Not Placed,0.0
22,Male,8.42,CSE,4,1,31,50,68,65,75,81.4,0,Placed,13.16
23,Female,5.71,CSE,1,1,38,98,83,68,94,62.5,3,Not Placed,0.0
23,Male,8.34,CSE,2,2,92,82,58,87,58,94.6,0,Placed,15.63
24,Female,8.24,MECH,4,4,97,73,79,51,81,78.3,0,Placed,16.84
24,Male,9.05,ECE,3,4,35,44,68,78,69,96.0,0,Placed,13.83
25,Male,5.7,ECE,2,3,40,76,90,62,35,75.6,1,Not Placed,0.0
25,Male,8.92,AIML,4,1,50,64,51,58,56,76.4,0,Placed,15.11
20,Female,10.0,MECH,4,1,92,63,47,63,66,69.8,0,Placed,19.55
21,Male,9.26,AIML,3,4,59,63,82,83,51,85.8,0,Placed,15.82
24,Female,8.76,MBA,0,3,50,81,82,82,36,81.9,0,Placed,12.93
23,Male,8.31,AIML,3,4,52,73,70,83,30,96.5,0,Placed,13.47
22,Male,7.11,AIML,1,4,90,86,54,69,77,77.2,0,Placed,12.64
23,Female,8.65,AIML,1,2,59,57,73,70,80,85.9,0,Placed,13.45
21,Female,8.62,CSE,3,1,75,51,65,58,43,88.3,0,Placed,15.59
25,Male,8.16,MBA,3,2,89,81,74,60,41,72.8,0,Placed,15.44
23,Female,8.98,AIML,3,2,47,78,68,88,78,95.2,0,Placed,14.41
20,Male,7.24,ECE,3,4,91,54,72,86,70,75.2,0,Placed,14.04
21,Female,5.61,AIML,3,3,74,86,72,49,97,85.5,1,Not Placed,0.0
25,Female,7.8,CSE,4,4,90,51,75,43,31,84.6,0,Placed,15.29
22,Female,6.33,CIVIL,2,3,88,68,60,57,91,76.9,1,Not Placed,0.0
25,Female,6.92,MBA,1,1,64,68,69,99,86,67.3,0,Not Placed,0.0
20,Male,5.09,CIVIL,1,0,51,59,58,84,43,83.7,1,Not Placed,0.0
21,Female,6.91,CIVIL,2,1,53,54,71,76,73,75.0,0,Not Placed,0.0
22,Male,9.04,MBA,3,4,80,42,89,59,95,75.2,0,Placed,16.45
20,Male,7.71,MECH,2,3,94,55,40,91,66,79.7,0,Placed,14.46
25,Male,5.05,ECE,3,0,44,100,90,75,76,87.1,2,Not Placed,0.0
20,Female,7.35,CSE,1,3,57,58,72,87,90,89.2,0,Not Placed,0.0
21,Female,6.46,MBA,0,3,71,46,65,71,56,77.1,3,Not Placed,0.0
24,Male,7.39,CIVIL,1,0,49,88,81,92,78,64.8,0,Not Placed,0.0
20,Female,7.02,CSE,1,0,72,75,93,96,89,91.7,0,Not Placed,0.0
20,Female,9.66,CSE,0,1,98,61,84,96,99,86.8,0,Placed,17.27
25,Male,5.21,MECH,2,2,92,54,66,91,100,92.0,2,Not Placed,0.0
25,Male,8.42,CIVIL,4,0,72,48,90,66,74,72.6,0,Placed,15.44
22,Female,9.26,AIML,3,2,31,99,67,80,30,96.4,0,Placed,14.05
25,Male,9.8,CSE,3,2,52,56,59,63,42,70.5,0,Placed,16.37
23,Male,5.89,CIVIL,1,2,41,72,47,68,67,71.6,2,Not Placed,0.0
21,Female,7.66,CSE,0,2,75,41,65,92,46,81.5,0,Not Placed,0.0
21,Female,5.22,MECH,1,0,62,46,70,63,67,99.9,3,Not Placed,0.0
24,Female,7.5,MECH,1,3,73,94,44,68,30,68.1,0,Placed,12.44
24,Female,5.63,AIML,2,0,54,70,50,78,30,93.5,3,Not Placed,0.0
21,Male,9.19,MECH,3,0,64,53,60,57,59,60.1,0,Placed,15.82
24,Male,5.57,CIVIL,4,4,64,76,47,49,36,69.5,1,Not Placed,0.0
22,Female,7.57,MBA,0,4,94,43,65,86,49,73.8,0,Placed,13.2
25,Male,7.61,MECH,4,1,72,84,97,100,73,85.9,0,Placed,14.07
21,Female,9.86,MBA,0,2,97,49,99,95,42,64.6,0,Placed,17.55
24,Male,8.27,AIML,3,2,91,84,85,48,68,65.1,0,Placed,15.95
21,Male,6.44,ECE,2,4,60,61,51,89,49,65.9,1,Not Placed,0.0
23,Male,6.2,CSE,4,3,57,63,82,50,34,86.5,2,Not Placed,0.0
20,Female,5.64,CSE,0,1,40,83,52,51,81,64.6,3,Not Placed,0.0
25,Male,8.78,CIVIL,1,3,61,94,49,41,54,75.9,0,Placed,13.96
21,Male,8.45,AIML,3,4,95,57,91,65,41,66.3,0,Placed,16.27
20,Male,8.05,AIML,2,3,89,50,68,48,85,75.3,0,Placed,14.85
24,Female,5.2,AIML,1,2,80,89,47,56,30,88.6,3,Not Placed,0.0
20,Male,8.81,CSE,2,4,88,93,81,74,78,71.1,0,Placed,16.13
25,Male,8.21,MECH,0,3,46,83,92,85,96,84.7,0,Placed,11.56
21,Male,9.82,CSE,1,1,97,40,77,42,51,69.9,0,Placed,17.87
23,Female,7.94,CSE,2,1,67,92,40,45,60,89.5,0,Placed,13.18
24,Male,6.52,CSE,3,0,93,71,48,82,30,91.1,0,Not Placed,0.0
21,Male,6.91,MECH,4,4,32,55,43,62,56,72.4,0,Not Placed,0.0
25,Male,5.88,ECE,4,4,83,53,72,74,31,61.0,1,Not Placed,0.0
24,Female,8.61,CIVIL,1,4,73,72,94,54,30,65.2,0,Placed,14.53
22,Female,8.54,ECE,3,2,59,46,81,47,71,79.6,0,Placed,14.33
20,Male,6.0,ECE,3,2,83,58,91,71,37,75.3,3,Not Placed,0.0
25,Female,5.79,CSE,2,4,77,64,60,73,64,73.8,1,Not Placed,0.0
22,Female,5.39,ECE,1,3,64,44,98,50,64,83.2,2,Not Placed,0.0
21,Male,9.56,CSE,3,2,97,88,46,85,36,66.5,0,Placed,18.49
23,Female,6.17,CSE,2,4,55,49,94,42,52,78.3,2,Not Placed,0.0
24,Female,6.72,CIVIL,3,2,85,43,71,68,52,68.1,0,Not Placed,0.0
20,Female,6.4,AIML,1,0,98,63,96,49,75,99.2,3,Not Placed,0.0
24,Male,7.07,CSE,3,1,93,85,96,57,48,61.9,0,Placed,13.61
21,Male,8.57,ECE,3,0,58,94,78,57,42,60.6,0,Placed,14.41
24,Male,9.35,CIVIL,3,4,88,45,67,51,79,82.6,0,Placed,17.44
20,Female,5.91,MBA,4,1,54,96,65,66,60,62.5,3,Not Placed,0.0
21,Male,8.43,MBA,0,3,56,99,96,93,100,92.4,0,Placed,12.52
24,Male,6.76,MBA,1,4,51,51,76,90,67,92.8,0,Not Placed,0.0
23,Male,9.9,ECE,4,3,100,59,73,58,86,77.3,0,Placed,19.84
25,Male,6.49,AIML,0,3,76,65,48,80,37,93.5,1,Not Placed,0.0
21,Female,5.04,MECH,3,2,84,51,45,72,43,89.6,1,Not Placed,0.0
25,Male,7.58,AIML,3,2,38,72,61,64,80,65.4,0,Not Placed,0.0
21,Male,5.75,CIVIL,4,1,83,51,48,83,38,94.4,3,Not Placed,0.0
23,Female,5.22,AIML,2,1,93,97,86,98,42,95.0,1,Not Placed,0.0
25,Male,8.49,MBA,1,2,68,77,84,41,95,72.9,0,Placed,13.81
22,Female,8.66,AIML,0,1,37,43,54,41,67,91.0,0,Not Placed,0.0
20,Male,7.3,CIVIL,3,0,56,56,40,44,50,95.9,0,Not Placed,0.0
22,Male,8.38,CIVIL,1,4,98,49,71,61,58,89.8,0,Placed,15.53
24,Female,7.69,MBA,3,0,62,58,86,95,79,63.8,0,Not Placed,0.0
23,Female,8.15,ECE,3,4,39,82,57,72,93,63.8,0,Placed,12.52
22,Male,7.98,CSE,3,2,45,72,50,83,38,99.3,0,Placed,12.6
21,Female,8.33,MECH,1,0,40,76,74,44,44,81.7,0,Not Placed,0.0
24,Female,6.0,MECH,4,3,48,95,72,67,82,85.8,1,Not Placed,0.0
24,Female,6.34,MBA,1,0,93,67,43,97,82,96.5,1,Not Placed,0.0
22,Male,7.2,MECH,1,1,81,85,73,53,100,60.3,0,Not Placed,0.0
22,Male,7.23,AIML,2,0,44,84,87,79,32,77.1,0,Not Placed,0.0
23,Female,8.87,CIVIL,2,2,71,41,58,82,51,82.7,0,Placed,15.2
20,Female,6.84,CIVIL,4,2,67,99,87,89,68,60.1,0,Placed,12.33
22,Male,5.81,MBA,2,1,78,85,51,49,38,85.0,1,Not Placed,0.0
22,Female,6.26,CIVIL,4,4,78,77,79,80,63,94.0,3,Not Placed,0.0
25,Male,6.07,CSE,3,1,100,77,98,54,41,62.2,1,Not Placed,0.0
21,Male,8.66,CIVIL,3,4,84,60,75,49,63,92.2,0,Placed,16.34
25,Male,7.35,CIVIL,1,2,51,62,87,43,74,99.1,0,Not Placed,0.0
25,Female,8.54,AIML,3,2,72,72,80,82,79,96.8,0,Placed,15.17
24,Male,7.08,ECE,2,4,79,65,61,94,57,81.5,0,Placed,12.38
20,Female,9.45,MECH,0,0,48,91,86,88,68,94.4,0,Placed,13.87
21,Female,9.92,AIML,1,0,47,82,51,100,32,90.8,0,Placed,15.27
23,Female,8.35,AIML,4,1,39,93,88,57,76,92.7,0,Placed,13.27
23,Female,9.32,AIML,3,2,79,69,93,56,41,75.9,0,Placed,16.8
22,Female,7.54,MECH,1,0,78,43,94,70,72,79.0,0,Not Placed,0.0
22,Female,9.67,MBA,1,2,70,45,67,95,96,69.6,0,Placed,15.85
23,Male,9.16,AIML,1,1,44,73,54,72,47,62.1,0,Placed,13.63
22,Male,9.96,ECE,3,3,52,98,43,64,39,83.9,0,Placed,16.49
20,Male,8.12,MBA,4,2,56,96,47,51,33,72.4,0,Placed,14.08
25,Male,8.9,CIVIL,1,3,35,59,70,94,41,80.1,0,Placed,12.6
22,Female,7.71,ECE,1,2,53,100,99,86,82,98.5,0,Placed,11.7
24,Male,6.3,MBA,1,4,38,76,65,60,80,62.5,2,Not Placed,0.0
22,Male,6.77,CIVIL,3,3,91,54,42,56,45,94.9,0,Placed,12.99
21,Female,9.47,CIVIL,2,4,96,94,78,59,46,63.5,0,Placed,17.82
20,Female,5.28,AIML,4,4,99,79,46,68,55,86.1,1,Not Placed,0.0
21,Male,7.96,AIML,1,1,71,88,54,42,31,73.7,0,Placed,13.16
21,Female,6.86,MECH,1,1,89,62,59,46,58,64.0,0,Not Placed,0.0
24,Male,6.93,CSE,1,0,77,81,56,99,76,90.3,0,Not Placed,0.0
20,Male,9.42,ECE,3,3,85,48,99,72,40,87.9,0,Placed,17.56
20,Female,9.27,MECH,2,0,34,73,71,65,63,85.6,0,Placed,13.78
20,Female,7.99,MECH,1,3,83,82,49,59,100,98.6,0,Placed,13.89
20,Male,6.36,ECE,1,1,67,73,55,82,58,60.9,3,Not Placed,0.0
20,Female,7.38,MBA,3,1,48,66,87,76,78,77.4,0,Not Placed,0.0
24,Male,7.04,ECE,4,1,98,55,65,71,45,82.5,0,Placed,14.42
22,Male,6.77,CIVIL,4,3,100,43,61,74,43,74.3,0,Placed,14.07
21,Male,5.51,CSE,2,1,53,67,54,60,42,86.8,3,Not Placed,0.0
20,Female,7.72,MBA,4,0,39,56,97,91,64,96.0,0,Not Placed,0.0
22,Female,6.51,AIML,1,4,50,80,99,92,81,87.9,0,Not Placed,0.0
22,Male,8.3,CSE,3,3,44,51,99,80,54,82.8,0,Placed,13.09
21,Male,6.6,CSE,1,4,93,44,51,99,88,89.5,0,Not Placed,0.0
24,Female,7.16,AIML,1,0,42,74,78,95,97,64.4,0,Not Placed,0.0
23,Male,5.26,CSE,2,2,100,77,42,47,71,85.2,2,Not Placed,0.0
23,Male,9.96,MBA,4,1,69,78,99,41,77,76.3,0,Placed,18.27
22,Female,7.54,MBA,4,0,37,75,92,90,74,72.8,0,Not Placed,0.0
25,Male,5.12,MBA,4,2,67,69,63,87,58,80.3,2,Not Placed,0.0
25,Female,7.71,MECH,1,3,81,53,94,55,32,92.2,0,Placed,13.17
21,Male,9.35,MECH,3,0,31,100,41,66,50,76.5,0,Placed,14.24
23,Female,8.86,MBA,3,3,51,53,43,75,60,88.1,0,Placed,14.5
22,Male,8.5,AIML,1,4,33,41,62,49,42,83.6,0,Placed,11.83
24,Female,5.7,AIML,0,4,81,67,98,67,77,96.6,3,Not Placed,0.0
23,Male,8.29,ECE,1,3,36,60,96,56,53,77.8,0,Not Placed,0.0
22,Female,8.83,ECE,4,4,30,54,62,64,31,92.8,0,Placed,13.7
22,Female,7.86,MBA,1,4,87,83,47,54,32,93.7,0,Placed,13.79
20,Male,9.46,CSE,0,1,91,85,81,57,55,78.6,0,Placed,16.55
24,Male,6.38,CSE,1,3,95,62,83,67,31,79.5,1,Not Placed,0.0
20,Female,6.21,AIML,4,3,84,49,51,41,62,73.3,3,Not Placed,0.0
21,Female,9.35,CSE,2,2,42,65,48,79,63,79.8,0,Placed,14.37
20,Male,8.13,CIVIL,3,1,57,74,50,81,67,70.0,0,Placed,13.71
20,Male,5.01,MECH,0,0,43,73,84,70,49,94.3,3,Not Placed,0.0
23,Female,6.77,CSE,2,1,32,41,70,70,39,70.0,0,Not Placed,0.0
25,Male,9.29,CSE,3,0,45,70,40,64,62,70.3,0,Placed,14.97
22,Female,5.14,ECE,2,3,75,82,74,40,74,95.8,2,Not Placed,0.0
24,Female,5.02,CIVIL,1,1,32,83,93,57,89,81.3,3,Not Placed,0.0
20,Female,6.41,CSE,1,2,32,86,95,55,95,64.2,2,Not Placed,0.0
24,Male,9.57,MECH,3,4,70,83,82,81,90,73.8,0,Placed,16.8
